"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;",,,,,,,,";"buzzardLabel";9;"";;;
2;"H2,H1";"HOLE_3.2mm";2;"HOLE_3.2mm";;;
3;"K1";"HEADER_MALE_8X1";1;"HEADER_MALE_8X1";;;
4;"G***";"Logo-Back-SolderedVERTICAL-10mm";1;"LOGO";;;
5;"FD1";"FIDUCIAL_23";1;"FIDUCIAL";;;
6;"G***";"Symbol-Front-USB";1;"LOGO";;;
7;"G***";"Logo-Back-OSH-3.5mm";1;"LOGO";;;
8;"K2";"U262-161N-4BVC11";1;"U262-161N-4BVC11";;;
9;"G***";"Logo-Front-Soldered-4mm";1;"LOGO";;;
10;"REF**";"Version1.1.1.";1;"Version1.1.1.";;;
